run_accession,secondary_study_accession,sample_accession,secondary_sample_accession,experiment_accession,study_accession,submission_accession,tax_id,scientific_name,instrument_platform,instrument_model,library_name,nominal_length,library_layout,library_strategy,library_source,library_selection,read_count,base_count,center_name,first_public,last_updated,experiment_title,study_title,study_alias,experiment_alias,run_alias,fastq_bytes,fastq_md5,fastq_ftp,fastq_aspera,fastq_galaxy,submitted_bytes,submitted_md5,submitted_ftp,submitted_aspera,submitted_galaxy,submitted_format,sra_bytes,sra_md5,sra_ftp,sra_aspera,sra_galaxy,sample_alias,broker_name,sample_title,nominal_sdev,first_created,IDENTIFIERS__PRIMARY_ID,IDENTIFIERS__SECONDARY_ID,IDENTIFIERS__EXTERNAL_ID__namespace,IDENTIFIERS__EXTERNAL_ID__text,IDENTIFIERS__SUBMITTER_ID__namespace,IDENTIFIERS__SUBMITTER_ID__text,SAMPLE_NAME__TAXON_ID,SAMPLE_NAME__SCIENTIFIC_NAME,SAMPLE_NAME__COMMON_NAME,TITLE,DESCRIPTION,strain,INSDC_secondary_accession,NCBI_submission_package,organism,sex,tissue,dev_stage,sample_type,BioSampleModel,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,age
SRR3997929,SRP080894,SAMN05449982,SRS1600077,SRX1998688,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M22,,PAIRED,AMPLICON,GENOMIC,PCR,18681,11112938,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M22,2B4S7_S112_L001_R1_001.fastq.gz,2177169;3514598,394606e1b6fed46931957a9cc59c4a11;6b6a810f10643542f5f776fbabed0307,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997929/SRR3997929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997929/SRR3997929_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3997929/SRR3997929_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3997929/SRR3997929_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997929/SRR3997929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997929/SRR3997929_2.fastq.gz,,,,,,,7009519,d6b012a7f8121c9188c42e5870815f73,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997929,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/009/SRR3997929,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997929,M22,,2B4S7,,2017-12-01,SAMN05449982,SRS1600077,BioSample,SAMN05449982,SAHMRI,M22,10090,Mus musculus,house mouse,2B4S7,G1,C57BL/6J,SRS1600077,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G1-mouse22,Model organism or animal,2017-09-28,2017-09-28,
SRR3997930,SRP080894,SAMN05449983,SRS1600078,SRX1998689,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M23,,PAIRED,AMPLICON,GENOMIC,PCR,20972,12402468,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M23,2E3S7_S147_L001_R1_001.fastq.gz,2361871;4007348,df7f943da0162a4f0edb415749de577f;f6e876f094e67f922901697c9433d207,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997930/SRR3997930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997930/SRR3997930_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3997930/SRR3997930_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3997930/SRR3997930_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997930/SRR3997930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997930/SRR3997930_2.fastq.gz,,,,,,,7782678,926b1bf277e1fc45e2bc93835ef4b6d3,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997930,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/000/SRR3997930,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997930,M23,,2E3S7,,2017-12-01,SAMN05449983,SRS1600078,BioSample,SAMN05449983,SAHMRI,M23,10090,Mus musculus,house mouse,2E3S7,G2,C57BL/6J,SRS1600078,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G2-mouse1,Model organism or animal,2017-09-28,2017-09-28,
SRR3998042,SRP080894,SAMN05450043,SRS1600165,SRX1998776,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M83,,PAIRED,AMPLICON,GENOMIC,PCR,10118,5966157,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M83,4A2S9_S290_L001_R1_001.fastq.gz,959850;1713312,46cb24edaf0b2b4bedc2a18076639c1f;f4d476ce4c98789718b1d1bbe1628bed,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998042/SRR3998042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998042/SRR3998042_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3998042/SRR3998042_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3998042/SRR3998042_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998042/SRR3998042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998042/SRR3998042_2.fastq.gz,,,,,,,3370785,6caffa8aec418cd40a7c0db0c4699b76,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3998042,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/002/SRR3998042,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3998042,M83,,4A2S9,,2017-12-01,SAMN05450043,SRS1600165,BioSample,SAMN05450043,SAHMRI,M83,10090,Mus musculus,house mouse,4A2S9,AF2,C57BL/6J,SRS1600165,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,AF2-mouse2,Model organism or animal,2017-09-28,2017-09-28,
SRR3997933,SRP080894,SAMN05449986,SRS1600084,SRX1998695,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M26,,PAIRED,AMPLICON,GENOMIC,PCR,23406,13840077,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M26,2E6S7_S150_L001_R1_001.fastq.gz,2602890;4482229,4d5c031510ef727367fae66fdfbcedc8;264cba81c2c3cc62196552e4cb4fa537,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997933/SRR3997933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997933/SRR3997933_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997933/SRR3997933_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997933/SRR3997933_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997933/SRR3997933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997933/SRR3997933_2.fastq.gz,,,,,,,8681013,a6d9aa132269b5d9b3d3e04947b0f5f3,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997933,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3997933,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997933,M26,,2E6S7,,2017-12-01,SAMN05449986,SRS1600084,BioSample,SAMN05449986,SAHMRI,M26,10090,Mus musculus,house mouse,2E6S7,G2,C57BL/6J,SRS1600084,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G2-mouse4,Model organism or animal,2017-09-28,2017-09-28,
SRR3998043,SRP080894,SAMN05450044,SRS1600166,SRX1998777,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M84,,PAIRED,AMPLICON,GENOMIC,PCR,15128,8938645,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M84,4A3S9_S291_L001_R2_001.fastq.gz,1470511;2603645,66051391ab5c17e5759c493696353d8e;678e69b15a6b96d30c1fb9e54b264aff,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998043/SRR3998043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998043/SRR3998043_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3998043/SRR3998043_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3998043/SRR3998043_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998043/SRR3998043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998043/SRR3998043_2.fastq.gz,,,,,,,5042417,0e4dceb9e24cc0d42beb0c0b50fa2b2a,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3998043,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3998043,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3998043,M84,,4A3S9,,2017-12-01,SAMN05450044,SRS1600166,BioSample,SAMN05450044,SAHMRI,M84,10090,Mus musculus,house mouse,4A3S9,AF2,C57BL/6J,SRS1600166,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,AF2-mouse3,Model organism or animal,2017-09-28,2017-09-28,
SRR3997966,SRP080894,SAMN05449987,SRS1600090,SRX1998701,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M27,,PAIRED,AMPLICON,GENOMIC,PCR,26691,15646440,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M27,2E7S7_S151_L001_R2_001.fastq.gz,2870076;4872555,c0929a7ab8265311c95d4432f14d46d3;08962958a975425fdabe1678986c25c2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997966/SRR3997966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997966/SRR3997966_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3997966/SRR3997966_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3997966/SRR3997966_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997966/SRR3997966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997966/SRR3997966_2.fastq.gz,,,,,,,9669591,47316c09f0f11b7140c3ef197f711ffd,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997966,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/006/SRR3997966,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997966,M27,,2E7S7,,2017-12-01,SAMN05449987,SRS1600090,BioSample,SAMN05449987,SAHMRI,M27,10090,Mus musculus,house mouse,2E7S7,G2,C57BL/6J,SRS1600090,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G2-mouse5,Model organism or animal,2017-09-28,2017-09-28,
SRR3997970,SRP080894,SAMN05449964,SRS1600094,SRX1998705,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M4,,PAIRED,AMPLICON,GENOMIC,PCR,11393,6769630,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M4,1A4S7_S4_L001_R1_001.fastq.gz,1335143;2168429,713c1e386f4ebf0c94093bf02fdd7687;ec3d7d656a6bc19f87fd787527537e53,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997970/SRR3997970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997970/SRR3997970_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3997970/SRR3997970_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3997970/SRR3997970_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997970/SRR3997970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997970/SRR3997970_2.fastq.gz,,,,,,,4309826,8f931cf17236009d5dc50d197bf32806,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997970,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/000/SRR3997970,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997970,M4,,1A4S7,,2017-12-01,SAMN05449964,SRS1600094,BioSample,SAMN05449964,SAHMRI,M4,10090,Mus musculus,house mouse,1A4S7,G1,C57BL/6J,SRS1600094,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G1-mouse4,Model organism or animal,2017-09-28,2017-09-28,
SRR3998044,SRP080894,SAMN05450045,SRS1600167,SRX1998778,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M85,,PAIRED,AMPLICON,GENOMIC,PCR,14703,8663782,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M85,4A4S9_S292_L001_R2_001.fastq.gz,1401234;2495591,53920633bfb9beaca33a381a5e3d283a;0cf6fc1266c0949412985134f1ccb37f,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998044/SRR3998044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998044/SRR3998044_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3998044/SRR3998044_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3998044/SRR3998044_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998044/SRR3998044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998044/SRR3998044_2.fastq.gz,,,,,,,4874651,fb0969348543b6c7071e98be934b5722,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3998044,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/004/SRR3998044,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3998044,M85,,4A4S9,,2017-12-01,SAMN05450045,SRS1600167,BioSample,SAMN05450045,SAHMRI,M85,10090,Mus musculus,house mouse,4A4S9,AF2,C57BL/6J,SRS1600167,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,AF2-mouse4,Model organism or animal,2017-09-28,2017-09-28,
SRR3997971,SRP080894,SAMN05449991,SRS1600095,SRX1998706,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M31,,PAIRED,AMPLICON,GENOMIC,PCR,20509,12208676,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M31,2F1S7_S157_L001_R1_001.fastq.gz,2449446;3877180,4fea50fb4bdd6b4a1c4d930eae348aed;42f219dc026663724ca6f34bf0d50e09,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997971/SRR3997971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997971/SRR3997971_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3997971/SRR3997971_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3997971/SRR3997971_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997971/SRR3997971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997971/SRR3997971_2.fastq.gz,,,,,,,7702670,4e58a89f2d577836f7a49918b6311e05,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997971,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/001/SRR3997971,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997971,M31,,2F1S7,,2017-12-01,SAMN05449991,SRS1600095,BioSample,SAMN05449991,SAHMRI,M31,10090,Mus musculus,house mouse,2F1S7,G2,C57BL/6J,SRS1600095,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G2-mouse9,Model organism or animal,2017-09-28,2017-09-28,
SRR3998049,SRP080894,SAMN05450049,SRS1600171,SRX1998782,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M89,,PAIRED,AMPLICON,GENOMIC,PCR,9644,5695718,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M89,4A8S9_S296_L001_R2_001.fastq.gz,918220;1668259,e0797953d80088725ac57bdae2bd2776;a9b75efa2e38a342e5bcf7f389acc59d,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998049/SRR3998049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998049/SRR3998049_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3998049/SRR3998049_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3998049/SRR3998049_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998049/SRR3998049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998049/SRR3998049_2.fastq.gz,,,,,,,3236403,e6835b8323912125c24f00a8b4a8a9fd,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3998049,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/009/SRR3998049,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3998049,M89,,4A8S9,,2017-12-01,SAMN05450049,SRS1600171,BioSample,SAMN05450049,SAHMRI,M89,10090,Mus musculus,house mouse,4A8S9,AF2,C57BL/6J,SRS1600171,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,AF2-mouse8,Model organism or animal,2017-09-28,2017-09-28,
SRR3997973,SRP080894,SAMN05449993,SRS1600097,SRX1998708,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M33,,PAIRED,AMPLICON,GENOMIC,PCR,22263,13228419,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M33,2F3S7_S159_L001_R1_001.fastq.gz,2559391;4130115,e618301a26bfd844cf32685eeaad388f;6d0e202c7605ef648454dad30e31e957,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997973/SRR3997973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997973/SRR3997973_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997973/SRR3997973_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997973/SRR3997973_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997973/SRR3997973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997973/SRR3997973_2.fastq.gz,,,,,,,8345797,8111ff1a2ef6423c75f616b17d8c5973,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997973,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3997973,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997973,M33,,2F3S7,,2017-12-01,SAMN05449993,SRS1600097,BioSample,SAMN05449993,SAHMRI,M33,10090,Mus musculus,house mouse,2F3S7,G2,C57BL/6J,SRS1600097,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G2-mouse11,Model organism or animal,2017-09-28,2017-09-28,
SRR3997977,SRP080894,SAMN05449997,SRS1600101,SRX1998712,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M37,,PAIRED,AMPLICON,GENOMIC,PCR,17168,10205947,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M37,2F4S7_S160_L001_R1_001.fastq.gz,2039572;3237530,197f48bef666cdc0309c2ae44a02ae1c;b82958903fb527992727005d05853884,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997977/SRR3997977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997977/SRR3997977_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3997977/SRR3997977_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3997977/SRR3997977_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997977/SRR3997977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997977/SRR3997977_2.fastq.gz,,,,,,,6461293,7fd44b34e979eaf250efd62ee8057261,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997977,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/007/SRR3997977,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997977,M37,,2F4S7,,2017-12-01,SAMN05449997,SRS1600101,BioSample,SAMN05449997,SAHMRI,M37,10090,Mus musculus,house mouse,2F4S7,G3,C57BL/6J,SRS1600101,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G3-mouse3,Model organism or animal,2017-09-28,2017-09-28,
SRR3998052,SRP080894,SAMN05450051,SRS1600174,SRX1998785,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M91,,PAIRED,AMPLICON,GENOMIC,PCR,12960,7656372,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M91,4A10S9_S298_L001_R1_001.fastq.gz,1265511;2274652,5d8f1b4b7285d79fb36b517213b2e5a6;3dc5704c2b6fa6d17fa425c020f30f78,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998052/SRR3998052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998052/SRR3998052_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3998052/SRR3998052_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3998052/SRR3998052_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998052/SRR3998052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998052/SRR3998052_2.fastq.gz,,,,,,,4329286,b0d71c3f1d0880cb21d3df358b83391c,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3998052,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/002/SRR3998052,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3998052,M91,,4A10S9,,2017-12-01,SAMN05450051,SRS1600174,BioSample,SAMN05450051,SAHMRI,M91,10090,Mus musculus,house mouse,4A10S9,AF2,C57BL/6J,SRS1600174,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,AF2-mouse10,Model organism or animal,2017-09-28,2017-09-28,
SRR3997978,SRP080894,SAMN05449998,SRS1600102,SRX1998713,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M38,,PAIRED,AMPLICON,GENOMIC,PCR,20175,11932481,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M38,2F6S7_S162_L001_R1_001.fastq.gz,2428128;3866422,9b5ceb1de4bccd18e40829ba5cf463b3;198c2a3f46bd71d228dee6770f01ea3f,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997978/SRR3997978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997978/SRR3997978_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/008/SRR3997978/SRR3997978_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/008/SRR3997978/SRR3997978_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997978/SRR3997978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997978/SRR3997978_2.fastq.gz,,,,,,,7588710,34cd534ad4cef7e79609cfcca48fe754,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997978,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/008/SRR3997978,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997978,M38,,2F6S7,,2017-12-01,SAMN05449998,SRS1600102,BioSample,SAMN05449998,SAHMRI,M38,10090,Mus musculus,house mouse,2F6S7,G3,C57BL/6J,SRS1600102,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse4,Model organism or animal,2017-09-28,2017-09-28,
